Puzzle,Solution Count,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
1..4....3...4..1,1,5,11,0,0,0,0,0,0,0,Simple,
.4.2..4.....12..,1,5,11,0,0,0,0,0,0,0,Simple,
2......1......32,1,4,12,0,0,0,0,0,0,0,Simple,
.3.....4.2.....2,1,4,12,0,0,0,0,0,0,0,Simple,
.2.....4...2.3..,1,4,12,0,0,0,0,0,0,0,Simple,
.3.2....1....2..,1,4,12,0,0,0,0,0,0,0,Simple,
12.........2.4..,1,4,12,0,0,0,0,0,0,0,Simple,
..24..1..1..4...,1,5,11,0,0,0,0,0,0,0,Simple,
31..........43.1,1,5,11,0,0,0,0,0,0,0,Simple,
4.2....1.....21.,1,5,11,0,0,0,0,0,0,0,Simple,
.....2.....14..2,1,4,12,0,0,0,0,0,0,0,Simple,
....31...3....4.,1,4,12,0,0,0,0,0,0,0,Simple,
.4.....4.2.....3,1,4,12,0,0,0,0,0,0,0,Simple,
4.3.....3....1..,1,4,12,0,0,0,0,0,0,0,Simple,
.1..4.1.......43,1,5,11,0,0,0,0,0,0,0,Simple,
..1.4..31....3..,1,5,11,0,0,0,0,0,0,0,Simple,
...32..1.....1..,1,4,12,0,0,0,0,0,0,0,Simple,
1..3.3...1....4.,1,5,11,0,0,0,0,0,0,0,Simple,
.1.....4..31....,1,4,12,0,0,0,0,0,0,0,Simple,
1..32.........1.,1,4,12,0,0,0,0,0,0,0,Simple,
.....3.2...3..1.,1,4,12,0,0,0,0,0,0,0,Simple,
2...3.2........1,1,4,12,0,0,0,0,0,0,0,Simple,
4...2.3....2....,1,4,12,0,0,0,0,0,0,0,Simple,
.....1...21..42.,1,5,11,0,0,0,0,0,0,0,Simple,
.3..2.4.3....4..,1,5,11,0,0,0,0,0,0,0,Simple,
....4..3...4..1.,1,4,12,0,0,0,0,0,0,0,Simple,
2....1......4..2,1,4,12,0,0,0,0,0,0,0,Simple,
2...4.1........4,1,4,12,0,0,0,0,0,0,0,Simple,
.......12...1.3.,1,4,12,0,0,0,0,0,0,0,Simple,
.....14...1....3,1,4,12,0,0,0,0,0,0,0,Simple,
....1..4.12.....,1,4,12,0,0,0,0,0,0,0,Simple,
2.3...2..4......,1,4,12,0,0,0,0,0,0,0,Simple,
.4.....3.2.....4,1,4,12,0,0,0,0,0,0,0,Simple,
.2....3.13......,1,4,12,0,0,0,0,0,0,0,Simple,
...1....2.3.3...,1,4,12,0,0,0,0,0,0,0,Simple,
.1.....2..31....,1,4,12,0,0,0,0,0,0,0,Simple,
3....21....2..3.,1,5,11,0,0,0,0,0,0,0,Simple,
.2..4......41.2.,1,5,11,0,0,0,0,0,0,0,Simple,
.....4.32.3.....,1,4,12,0,0,0,0,0,0,0,Simple,
....2..3..1....2,1,4,12,0,0,0,0,0,0,0,Simple,
....1..22.13....,1,5,11,0,0,0,0,0,0,0,Simple,
1......22......4,1,4,12,0,0,0,0,0,0,0,Simple,
..12......2.4...,1,4,12,0,0,0,0,0,0,0,Simple,
......1231......,1,4,12,0,0,0,0,0,0,0,Simple,
2....1....1..3.2,1,5,11,0,0,0,0,0,0,0,Simple,
....42.323......,1,5,11,0,0,0,0,0,0,0,Simple,
4.2...1.....2.4.,1,5,11,0,0,0,0,0,0,0,Simple,
2.3....2...3..4.,1,5,11,0,0,0,0,0,0,0,Simple,
.....3...4.3..1.,1,4,12,0,0,0,0,0,0,0,Simple,
2.....4.3.....2.,1,4,12,0,0,0,0,0,0,0,Simple,
....3..14...13..,1,5,11,0,0,0,0,0,0,0,Simple,
2....1.....2..13,1,5,11,0,0,0,0,0,0,0,Simple,
3.2.4.......2.3.,1,5,11,0,0,0,0,0,0,0,Simple,
23..4......4..2.,1,5,11,0,0,0,0,0,0,0,Simple,
..13.....4.....1,1,4,12,0,0,0,0,0,0,0,Simple,
.42.....3..2....,1,4,12,0,0,0,0,0,0,0,Simple,
.3.4...1....4...,1,4,12,0,0,0,0,0,0,0,Simple,
....23....21....,1,4,12,0,0,0,0,0,0,0,Simple,
....2.4.4.2.1...,1,5,11,0,0,0,0,0,0,0,Simple,
4.1..1..3....4..,1,5,11,0,0,0,0,0,0,0,Simple,
......31.1.22...,1,5,11,0,0,0,0,0,0,0,Simple,
.421..4..2......,1,5,11,0,0,0,0,0,0,0,Simple,
..1..3..4..1..4.,1,5,11,0,0,0,0,0,0,0,Simple,
2....3.2..4.3...,1,5,11,0,0,0,0,0,0,0,Simple,
......12.....231,1,5,11,0,0,0,0,0,0,0,Simple,
...4...2.3...2..,1,4,12,0,0,0,0,0,0,0,Simple,
.....3.....24..3,1,4,12,0,0,0,0,0,0,0,Simple,
.4...3.....3...2,1,4,12,0,0,0,0,0,0,0,Simple,
...3....3..1.2..,1,4,12,0,0,0,0,0,0,0,Simple,
1..3.......1..4.,1,4,12,0,0,0,0,0,0,0,Simple,
.3...4.3......1.,1,4,12,0,0,0,0,0,0,0,Simple,
.4....4...2..1..,1,4,12,0,0,0,0,0,0,0,Simple,
.4.....232......,1,4,12,0,0,0,0,0,0,0,Simple,
.12.4..1..4.....,1,5,11,0,0,0,0,0,0,0,Simple,
.1.3....3.4.....,1,4,12,0,0,0,0,0,0,0,Simple,
....32...1.....2,1,4,12,0,0,0,0,0,0,0,Simple,
.4.....32.3....2,1,5,11,0,0,0,0,0,0,0,Simple,
.2.1....4..2..1.,1,5,11,0,0,0,0,0,0,0,Simple,
......3..4.1.1..,1,4,12,0,0,0,0,0,0,0,Simple,
.1.2....1....23.,1,5,11,0,0,0,0,0,0,0,Simple,
.41....431......,1,5,11,0,0,0,0,0,0,0,Simple,
24..........412.,1,5,11,0,0,0,0,0,0,0,Simple,
1........12.2..3,1,5,11,0,0,0,0,0,0,0,Simple,
.2.....3....21..,1,4,12,0,0,0,0,0,0,0,Simple,
3..4....2..34...,1,5,11,0,0,0,0,0,0,0,Simple,
.2..3...1..3....,1,4,12,0,0,0,0,0,0,0,Simple,
..2.2..3..3....1,1,5,11,0,0,0,0,0,0,0,Simple,
3.21....1..3....,1,5,11,0,0,0,0,0,0,0,Simple,
....4.3.....342.,1,5,11,0,0,0,0,0,0,0,Simple,
...2....4...23.4,1,5,11,0,0,0,0,0,0,0,Simple,
.....34.1....4..,1,4,12,0,0,0,0,0,0,0,Simple,
...14..2.....2..,1,4,12,0,0,0,0,0,0,0,Simple,
2.....4...34....,1,4,12,0,0,0,0,0,0,0,Simple,
....2..1..4....2,1,4,12,0,0,0,0,0,0,0,Simple,
.....2.323.4....,1,5,11,0,0,0,0,0,0,0,Simple,
.2.4.....4...1.2,1,5,11,0,0,0,0,0,0,0,Simple,
.....2..4.1...4.,1,4,12,0,0,0,0,0,0,0,Simple,
..3..1..2..3..2.,1,5,11,0,0,0,0,0,0,0,Simple,
..4.1...43......,1,4,12,0,0,0,0,0,0,0,Simple,
..12.....4..1.4.,1,5,11,0,0,0,0,0,0,0,Simple,
..4..3........31,1,4,12,0,0,0,0,0,0,0,Simple,
...3.....3.4.4.2,1,5,11,0,0,0,0,0,0,0,Simple,
..3.3..4....14..,1,5,11,0,0,0,0,0,0,0,Simple,
2...4.2.3.4.....,1,5,11,0,0,0,0,0,0,0,Simple,
...2..4......2.3,1,4,12,0,0,0,0,0,0,0,Simple,
...4.1.....22.4.,1,5,11,0,0,0,0,0,0,0,Simple,
..32....21......,1,4,12,0,0,0,0,0,0,0,Simple,
..4..23.3.......,1,4,12,0,0,0,0,0,0,0,Simple,
......41.....134,1,5,11,0,0,0,0,0,0,0,Simple,
...14.3.3.......,1,4,12,0,0,0,0,0,0,0,Simple,
......34.2.....3,1,4,12,0,0,0,0,0,0,0,Simple,
.3..1........43.,1,4,12,0,0,0,0,0,0,0,Simple,
.3.1...2.1..3...,1,5,11,0,0,0,0,0,0,0,Simple,
.......2.1..2..3,1,4,12,0,0,0,0,0,0,0,Simple,
....2......1.4.2,1,4,12,0,0,0,0,0,0,0,Simple,
....3..14...1..4,1,5,11,0,0,0,0,0,0,0,Simple,
....12..2.....3.,1,4,12,0,0,0,0,0,0,0,Simple,
4.....2.......32,1,4,12,0,0,0,0,0,0,0,Simple,
.......11.4.2...,1,4,12,0,0,0,0,0,0,0,Simple,
.4.....4..1.2...,1,4,12,0,0,0,0,0,0,0,Simple,
23..........12.3,1,5,11,0,0,0,0,0,0,0,Simple,
..1.3.....32....,1,4,12,0,0,0,0,0,0,0,Simple,
...4..2.4..21...,1,5,11,0,0,0,0,0,0,0,Simple,
2.4...2..1......,1,4,12,0,0,0,0,0,0,0,Simple,
......131.34....,1,5,11,0,0,0,0,0,0,0,Simple,
1......2......31,1,4,12,0,0,0,0,0,0,0,Simple,
2.1..4.....2..4.,1,5,11,0,0,0,0,0,0,0,Simple,
.....3.4..2....3,1,4,12,0,0,0,0,0,0,0,Simple,
..1....2....1.4.,1,4,12,0,0,0,0,0,0,0,Simple,
.....134.31.....,1,5,11,0,0,0,0,0,0,0,Simple,
....1..33....4..,1,4,12,0,0,0,0,0,0,0,Simple,
1.3..3.2..2.....,1,5,11,0,0,0,0,0,0,0,Simple,
...3.2.4....4...,1,4,12,0,0,0,0,0,0,0,Simple,
...2.4.1....1...,1,4,12,0,0,0,0,0,0,0,Simple,
.4.1.....1..3...,1,4,12,0,0,0,0,0,0,0,Simple,
.3..2...3.2...4.,1,5,11,0,0,0,0,0,0,0,Simple,
.....4..4..3.31.,1,5,11,0,0,0,0,0,0,0,Simple,
1.4.....431.....,1,5,11,0,0,0,0,0,0,0,Simple,
......31.1.....4,1,4,12,0,0,0,0,0,0,0,Simple,
....32..2.....1.,1,4,12,0,0,0,0,0,0,0,Simple,
21..3.......1..2,1,5,11,0,0,0,0,0,0,0,Simple,
.2.....4..3.2...,1,4,12,0,0,0,0,0,0,0,Simple,
....4.313.4.....,1,5,11,0,0,0,0,0,0,0,Simple,
3......4...24...,1,4,12,0,0,0,0,0,0,0,Simple,
...11.4..2.....4,1,5,11,0,0,0,0,0,0,0,Simple,
14.2....42......,1,5,11,0,0,0,0,0,0,0,Simple,
4..3.3.....42...,1,5,11,0,0,0,0,0,0,0,Simple,
..24......4.3...,1,4,12,0,0,0,0,0,0,0,Simple,
2.......1..2..3.,1,4,12,0,0,0,0,0,0,0,Simple,
..42...11....4..,1,5,11,0,0,0,0,0,0,0,Simple,
4.1.1.2.......4.,1,5,11,0,0,0,0,0,0,0,Simple,
....12.....32...,1,4,12,0,0,0,0,0,0,0,Simple,
.4.3..4...3....2,1,5,11,0,0,0,0,0,0,0,Simple,
12......23.1....,1,5,11,0,0,0,0,0,0,0,Simple,
.....4.1..2....4,1,4,12,0,0,0,0,0,0,0,Simple,
.2.....3..1..1.2,1,5,11,0,0,0,0,0,0,0,Simple,
...1.3....4..4.3,1,5,11,0,0,0,0,0,0,0,Simple,
3....2..2.3...1.,1,5,11,0,0,0,0,0,0,0,Simple,
...4....1...3.1.,1,4,12,0,0,0,0,0,0,0,Simple,
23.1....12......,1,5,11,0,0,0,0,0,0,0,Simple,
....2.3..4..3...,1,4,12,0,0,0,0,0,0,0,Simple,
...21.....24....,1,4,12,0,0,0,0,0,0,0,Simple,
....1.4....3..1.,1,4,12,0,0,0,0,0,0,0,Simple,
.....4.1..3....4,1,4,12,0,0,0,0,0,0,0,Simple,
....43...1.3..1.,1,5,11,0,0,0,0,0,0,0,Simple,
1...231...2.....,1,5,11,0,0,0,0,0,0,0,Simple,
.1..3.....23..1.,1,5,11,0,0,0,0,0,0,0,Simple,
......4..3..243.,1,5,11,0,0,0,0,0,0,0,Simple,
12.......3.2..3.,1,5,11,0,0,0,0,0,0,0,Simple,
..3....213..2...,1,5,11,0,0,0,0,0,0,0,Simple,
.23.........3..1,1,4,12,0,0,0,0,0,0,0,Simple,
..42...3....2..4,1,5,11,0,0,0,0,0,0,0,Simple,
..2....3.....24.,1,4,12,0,0,0,0,0,0,0,Simple,
....4......13.4.,1,4,12,0,0,0,0,0,0,0,Simple,
..1.1..2...42...,1,5,11,0,0,0,0,0,0,0,Simple,
..31..4.1....4..,1,5,11,0,0,0,0,0,0,0,Simple,
..12........23..,1,4,12,0,0,0,0,0,0,0,Simple,
...3.42...3....4,1,5,11,0,0,0,0,0,0,0,Simple,
.134..........13,1,5,11,0,0,0,0,0,0,0,Simple,
.3.2...3....4...,1,4,12,0,0,0,0,0,0,0,Simple,
.1.3...23.......,1,4,12,0,0,0,0,0,0,0,Simple,
...3..4......41.,1,4,12,0,0,0,0,0,0,0,Simple,
4.1..2......2..4,1,5,11,0,0,0,0,0,0,0,Simple,
3....4.....24..3,1,5,11,0,0,0,0,0,0,0,Simple,
4..32.......3..4,1,5,11,0,0,0,0,0,0,0,Simple,
..4......1...2.1,1,4,12,0,0,0,0,0,0,0,Simple,
....13..2.....1.,1,4,12,0,0,0,0,0,0,0,Simple,
.....3...4.3..1.,1,4,12,0,0,0,0,0,0,0,Simple,
.....4...124...1,1,5,11,0,0,0,0,0,0,0,Simple,
24.......1....4.,1,4,12,0,0,0,0,0,0,0,Simple,
.2.....23.....1.,1,4,12,0,0,0,0,0,0,0,Simple,
.3.1.4........3.,1,4,12,0,0,0,0,0,0,0,Simple,
1....2.....32..1,1,5,11,0,0,0,0,0,0,0,Simple,
...2.....3...21.,1,4,12,0,0,0,0,0,0,0,Simple,
....1.....3.4..1,1,4,12,0,0,0,0,0,0,0,Simple,
....12.....14...,1,4,12,0,0,0,0,0,0,0,Simple,
....1..4.....12.,1,4,12,0,0,0,0,0,0,0,Simple,
1....3...1..4.3.,1,5,11,0,0,0,0,0,0,0,Simple,
3.....1.4....3.4,1,5,11,0,0,0,0,0,0,0,Simple,
....4.....1..34.,1,4,12,0,0,0,0,0,0,0,Simple,
3...2......1...2,1,4,12,0,0,0,0,0,0,0,Simple,
.3.1.4........3.,1,4,12,0,0,0,0,0,0,0,Simple,
.....1....4.3.1.,1,4,12,0,0,0,0,0,0,0,Simple,
.4.3....1.4.....,1,4,12,0,0,0,0,0,0,0,Simple,
.....1.22.4.....,1,4,12,0,0,0,0,0,0,0,Simple,
.4.....1....31..,1,4,12,0,0,0,0,0,0,0,Simple,
3....1....4.1.3.,1,5,11,0,0,0,0,0,0,0,Simple,
...2....2..3.1..,1,4,12,0,0,0,0,0,0,0,Simple,
..13....1.....2.,1,4,12,0,0,0,0,0,0,0,Simple,
....142.....42..,1,5,11,0,0,0,0,0,0,0,Simple,
..32.......12...,1,4,12,0,0,0,0,0,0,0,Simple,
...13.4.....4...,1,4,12,0,0,0,0,0,0,0,Simple,
4....12.......1.,1,4,12,0,0,0,0,0,0,0,Simple,
4.3.2.4.3.......,1,5,11,0,0,0,0,0,0,0,Simple,
.13.....2..3....,1,4,12,0,0,0,0,0,0,0,Simple,
1...4..2..4.....,1,4,12,0,0,0,0,0,0,0,Simple,
..3....13.4.....,1,4,12,0,0,0,0,0,0,0,Simple,
...3..4..42.....,1,4,12,0,0,0,0,0,0,0,Simple,
.....3.131.2....,1,5,11,0,0,0,0,0,0,0,Simple,
......121.....3.,1,4,12,0,0,0,0,0,0,0,Simple,
....24.14..2....,1,5,11,0,0,0,0,0,0,0,Simple,
43........14....,1,4,12,0,0,0,0,0,0,0,Simple,
.32....3..1....2,1,5,11,0,0,0,0,0,0,0,Simple,
.3.4.1.3.4......,1,5,11,0,0,0,0,0,0,0,Simple,
......424.....1.,1,4,12,0,0,0,0,0,0,0,Simple,
......213.....1.,1,4,12,0,0,0,0,0,0,0,Simple,
.21......1..4...,1,4,12,0,0,0,0,0,0,0,Simple,
.2.1.4...1.2....,1,5,11,0,0,0,0,0,0,0,Simple,
.4........3.1.4.,1,4,12,0,0,0,0,0,0,0,Simple,
..3....11..2....,1,4,12,0,0,0,0,0,0,0,Simple,
....421.....1.2.,1,5,11,0,0,0,0,0,0,0,Simple,
1..2.31....3....,1,5,11,0,0,0,0,0,0,0,Simple,
2.......3.21..3.,1,5,11,0,0,0,0,0,0,0,Simple,
......14...2.4..,1,4,12,0,0,0,0,0,0,0,Simple,
.2.....1...2.3..,1,4,12,0,0,0,0,0,0,0,Simple,
......3.3.1..2..,1,4,12,0,0,0,0,0,0,0,Simple,
43..........24.3,1,5,11,0,0,0,0,0,0,0,Simple,
....4...3.1.1.4.,1,5,11,0,0,0,0,0,0,0,Simple,
..12....2......4,1,4,12,0,0,0,0,0,0,0,Simple,
1.....1...2.3...,1,4,12,0,0,0,0,0,0,0,Simple,
32..1......1..3.,1,5,11,0,0,0,0,0,0,0,Simple,
...3.....4...31.,1,4,12,0,0,0,0,0,0,0,Simple,
.2..3........1.2,1,4,12,0,0,0,0,0,0,0,Simple,
1.3..41.43......,1,6,10,0,0,0,0,0,0,0,Simple,
....4..3...4..2.,1,4,12,0,0,0,0,0,0,0,Simple,
1..3.4.....4..1.,1,5,11,0,0,0,0,0,0,0,Simple,
.4.1.24...12....,1,6,10,0,0,0,0,0,0,0,Simple,
.4......2..1...2,1,4,12,0,0,0,0,0,0,0,Simple,
4........1.2...1,1,4,12,0,0,0,0,0,0,0,Simple,
1.2....4.24.....,1,5,11,0,0,0,0,0,0,0,Simple,
4.3..2.4....2...,1,5,11,0,0,0,0,0,0,0,Simple,
.....2.1.3...1.2,1,5,11,0,0,0,0,0,0,0,Simple,
.43....4.3....2.,1,5,11,0,0,0,0,0,0,0,Simple,
1..4....4..1...2,1,5,11,0,0,0,0,0,0,0,Simple,
.1.2.........231,1,5,11,0,0,0,0,0,0,0,Simple,
....1.....4..31.,1,4,12,0,0,0,0,0,0,0,Simple,
.3.41....13.....,1,5,11,0,0,0,0,0,0,0,Simple,
.1....2..2....3.,1,4,12,0,0,0,0,0,0,0,Simple,
14............31,1,4,12,0,0,0,0,0,0,0,Simple,
..4.3..2.2.4....,1,5,11,0,0,0,0,0,0,0,Simple,
.13...2.3.......,1,4,12,0,0,0,0,0,0,0,Simple,
......1.4...1..2,1,4,12,0,0,0,0,0,0,0,Simple,
.....2.4.4..3...,1,4,12,0,0,0,0,0,0,0,Simple,
...4..2.2..3.4..,1,5,11,0,0,0,0,0,0,0,Simple,
..1......14..42.,1,5,11,0,0,0,0,0,0,0,Simple,
.32.......1...32,1,5,11,0,0,0,0,0,0,0,Simple,
.1....2...3..2..,1,4,12,0,0,0,0,0,0,0,Simple,
...3.12..2......,1,4,12,0,0,0,0,0,0,0,Simple,
......1.1..34...,1,4,12,0,0,0,0,0,0,0,Simple,
4..3..1.3.......,1,4,12,0,0,0,0,0,0,0,Simple,
......41..1.2...,1,4,12,0,0,0,0,0,0,0,Simple,
.3......3.2..2.4,1,5,11,0,0,0,0,0,0,0,Simple,
.21...3.....1...,1,4,12,0,0,0,0,0,0,0,Simple,
3...2..1...2..1.,1,5,11,0,0,0,0,0,0,0,Simple,
.2.1...4....1...,1,4,12,0,0,0,0,0,0,0,Simple,
....41......13.4,1,5,11,0,0,0,0,0,0,0,Simple,
4.1.1.2...4.....,1,5,11,0,0,0,0,0,0,0,Simple,
......4.2...3..2,1,4,12,0,0,0,0,0,0,0,Simple,
134.....34......,1,5,11,0,0,0,0,0,0,0,Simple,
....41...3.....1,1,4,12,0,0,0,0,0,0,0,Simple,
....231......13.,1,5,11,0,0,0,0,0,0,0,Simple,
4.2....1..1....4,1,5,11,0,0,0,0,0,0,0,Simple,
.32...4.3....2..,1,5,11,0,0,0,0,0,0,0,Simple,
.......13...4.3.,1,4,12,0,0,0,0,0,0,0,Simple,
12.4....24......,1,5,11,0,0,0,0,0,0,0,Simple,
...3....1...3.4.,1,4,12,0,0,0,0,0,0,0,Simple,
...1...3.2...3..,1,4,12,0,0,0,0,0,0,0,Simple,
.12....32.3.....,1,5,11,0,0,0,0,0,0,0,Simple,
.....12..2.41...,1,5,11,0,0,0,0,0,0,0,Simple,
1.2.........241.,1,5,11,0,0,0,0,0,0,0,Simple,
1....3...4.1..3.,1,5,11,0,0,0,0,0,0,0,Simple,
.....12.....241.,1,5,11,0,0,0,0,0,0,0,Simple,
..31........3.14,1,5,11,0,0,0,0,0,0,0,Simple,
2...3..4..3.....,1,4,12,0,0,0,0,0,0,0,Simple,
....4.31......14,1,5,11,0,0,0,0,0,0,0,Simple,
......414.....2.,1,4,12,0,0,0,0,0,0,0,Simple,
.1.42......1....,1,4,12,0,0,0,0,0,0,0,Simple,
1........2.1...3,1,4,12,0,0,0,0,0,0,0,Simple,
.12.4.....1.....,1,4,12,0,0,0,0,0,0,0,Simple,
32.......1.....2,1,4,12,0,0,0,0,0,0,0,Simple,
2.4..43.....32..,1,6,10,0,0,0,0,0,0,0,Simple,
...2.....2.13...,1,4,12,0,0,0,0,0,0,0,Simple,
1....2.......3.2,1,4,12,0,0,0,0,0,0,0,Simple,
....24....14....,1,4,12,0,0,0,0,0,0,0,Simple,
.1....3.....14..,1,4,12,0,0,0,0,0,0,0,Simple,
.4.....2......34,1,4,12,0,0,0,0,0,0,0,Simple,
.3..1.......4..1,1,4,12,0,0,0,0,0,0,0,Simple,
1.42......14....,1,5,11,0,0,0,0,0,0,0,Simple,
.4..3....2..4.2.,1,5,11,0,0,0,0,0,0,0,Simple,
..2......3.1.1..,1,4,12,0,0,0,0,0,0,0,Simple,
..3......4...3.2,1,4,12,0,0,0,0,0,0,0,Simple,
....12.....32...,1,4,12,0,0,0,0,0,0,0,Simple,
.42.....1..4....,1,4,12,0,0,0,0,0,0,0,Simple,
..4.4......1.2..,1,4,12,0,0,0,0,0,0,0,Simple,
....4..33..4...2,1,5,11,0,0,0,0,0,0,0,Simple,
....4.32....2.4.,1,5,11,0,0,0,0,0,0,0,Simple,
...3.4.....4.1..,1,4,12,0,0,0,0,0,0,0,Simple,
.2.4..2..4.....3,1,5,11,0,0,0,0,0,0,0,Simple,
.342.....43.....,1,5,11,0,0,0,0,0,0,0,Simple,
3......2......13,1,4,12,0,0,0,0,0,0,0,Simple,
24........14....,1,4,12,0,0,0,0,0,0,0,Simple,
432.........32..,1,5,11,0,0,0,0,0,0,0,Simple,
3..2.43.4.......,1,5,11,0,0,0,0,0,0,0,Simple,
.14..4.........3,1,4,12,0,0,0,0,0,0,0,Simple,
.....1...321...3,1,5,11,0,0,0,0,0,0,0,Simple,
....3.4.43..2...,1,5,11,0,0,0,0,0,0,0,Simple,
..3..2......43..,1,4,12,0,0,0,0,0,0,0,Simple,
.....41.....214.,1,5,11,0,0,0,0,0,0,0,Simple,
2.......4.1..2.4,1,5,11,0,0,0,0,0,0,0,Simple,
.2.33.1....1....,1,5,11,0,0,0,0,0,0,0,Simple,
..4....22..3....,1,4,12,0,0,0,0,0,0,0,Simple,
...1..3....22.1.,1,5,11,0,0,0,0,0,0,0,Simple,
.3.1.1.4.......3,1,5,11,0,0,0,0,0,0,0,Simple,
..3......4.2.2..,1,4,12,0,0,0,0,0,0,0,Simple,
2.......4.1.1.2.,1,5,11,0,0,0,0,0,0,0,Simple,
.4.....342......,1,4,12,0,0,0,0,0,0,0,Simple,
...2.4....3.4...,1,4,12,0,0,0,0,0,0,0,Simple,
.3.........4.23.,1,4,12,0,0,0,0,0,0,0,Simple,
21.3....32......,1,5,11,0,0,0,0,0,0,0,Simple,
.4.21........14.,1,5,11,0,0,0,0,0,0,0,Simple,
...4..3.1...4..3,1,5,11,0,0,0,0,0,0,0,Simple,
1....2....4..12.,1,5,11,0,0,0,0,0,0,0,Simple,
..4....3....3..2,1,4,12,0,0,0,0,0,0,0,Simple,
2........21.1..4,1,5,11,0,0,0,0,0,0,0,Simple,
4...3.4........2,1,4,12,0,0,0,0,0,0,0,Simple,
...4.2.....11.4.,1,5,11,0,0,0,0,0,0,0,Simple,
.3.24..........3,1,4,12,0,0,0,0,0,0,0,Simple,
2........23.3..1,1,5,11,0,0,0,0,0,0,0,Simple,
.....12.321.....,1,5,11,0,0,0,0,0,0,0,Simple,
1....4...14...2.,1,5,11,0,0,0,0,0,0,0,Simple,
41.2....12......,1,5,11,0,0,0,0,0,0,0,Simple,
2.13..........32,1,5,11,0,0,0,0,0,0,0,Simple,
...21.3.....3...,1,4,12,0,0,0,0,0,0,0,Simple,
...3..4..4..3.1.,1,5,11,0,0,0,0,0,0,0,Simple,
......42.3....2.,1,4,12,0,0,0,0,0,0,0,Simple,
......2.3....21.,1,4,12,0,0,0,0,0,0,0,Simple,
.24.1.........2.,1,4,12,0,0,0,0,0,0,0,Simple,
...1.2........32,1,4,12,0,0,0,0,0,0,0,Simple,
32......2..4.4.3,1,6,10,0,0,0,0,0,0,0,Simple,
.14.3..14.......,1,5,11,0,0,0,0,0,0,0,Simple,
3.2.1......3....,1,4,12,0,0,0,0,0,0,0,Simple,
.4....1..12.2...,1,5,11,0,0,0,0,0,0,0,Simple,
2..1...2.4......,1,4,12,0,0,0,0,0,0,0,Simple,
.4....1..1....2.,1,4,12,0,0,0,0,0,0,0,Simple,
...1.2....4..4.2,1,5,11,0,0,0,0,0,0,0,Simple,
3.2..1.3....1...,1,5,11,0,0,0,0,0,0,0,Simple,
.1......3..1...2,1,4,12,0,0,0,0,0,0,0,Simple,
2.13....1.3.....,1,5,11,0,0,0,0,0,0,0,Simple,
.2.3...43.......,1,4,12,0,0,0,0,0,0,0,Simple,
.3..4..3.4....1.,1,5,11,0,0,0,0,0,0,0,Simple,
.....4.11.2.....,1,4,12,0,0,0,0,0,0,0,Simple,
.3....1..2....2.,1,4,12,0,0,0,0,0,0,0,Simple,
......344.23....,1,5,11,0,0,0,0,0,0,0,Simple,
.....4.....13..4,1,4,12,0,0,0,0,0,0,0,Simple,
1..4.........24.,1,4,12,0,0,0,0,0,0,0,Simple,
4....1..3.4.....,1,4,12,0,0,0,0,0,0,0,Simple,
..1..24.4.......,1,4,12,0,0,0,0,0,0,0,Simple,
.1....4.......12,1,4,12,0,0,0,0,0,0,0,Simple,
.2.........3.42.,1,4,12,0,0,0,0,0,0,0,Simple,
3.2.....2..1.3..,1,5,11,0,0,0,0,0,0,0,Simple,
...1.3....1.4...,1,4,12,0,0,0,0,0,0,0,Simple,
....1.....2..31.,1,4,12,0,0,0,0,0,0,0,Simple,
34.11..........3,1,5,11,0,0,0,0,0,0,0,Simple,
3....41......3.4,1,5,11,0,0,0,0,0,0,0,Simple,
.3.....4......13,1,4,12,0,0,0,0,0,0,0,Simple,
4..1.........43.,1,4,12,0,0,0,0,0,0,0,Simple,
.1...31........4,1,4,12,0,0,0,0,0,0,0,Simple,
..4..2......34..,1,4,12,0,0,0,0,0,0,0,Simple,
3......3.4....2.,1,4,12,0,0,0,0,0,0,0,Simple,
...21.........41,1,4,12,0,0,0,0,0,0,0,Simple,
....12...1.....3,1,4,12,0,0,0,0,0,0,0,Simple,
.3...42....4....,1,4,12,0,0,0,0,0,0,0,Simple,
4.3.....34..2...,1,5,11,0,0,0,0,0,0,0,Simple,
..1.....1.3..2..,1,4,12,0,0,0,0,0,0,0,Simple,
3....4..4.3...2.,1,5,11,0,0,0,0,0,0,0,Simple,
.3....1.......34,1,4,12,0,0,0,0,0,0,0,Simple,
2..1.13..2......,1,5,11,0,0,0,0,0,0,0,Simple,
1.2......31....2,1,5,11,0,0,0,0,0,0,0,Simple,
3.......2.3.4.2.,1,5,11,0,0,0,0,0,0,0,Simple,
...4..2..2.14...,1,5,11,0,0,0,0,0,0,0,Simple,
.4....3.23......,1,4,12,0,0,0,0,0,0,0,Simple,
....2...4.23..4.,1,5,11,0,0,0,0,0,0,0,Simple,
..1......2.13.2.,1,5,11,0,0,0,0,0,0,0,Simple,
....21.332......,1,5,11,0,0,0,0,0,0,0,Simple,
....4.2..3.2....,1,4,12,0,0,0,0,0,0,0,Simple,
..4....1....1..2,1,4,12,0,0,0,0,0,0,0,Simple,
.1..3....4..1.4.,1,5,11,0,0,0,0,0,0,0,Simple,
